2016-11-16 11:32:23,929 : INFO : collecting all words and their counts
2016-11-16 11:32:23,929 : INFO : PROGRESS: at example #0, processed 0 words (0/s), 0 word types, 0 tags
2016-11-16 11:32:24,016 : INFO : collected 11802 word types and 13 unique tags from a corpus of 4880 examples and 95616 words
2016-11-16 11:32:24,024 : INFO : min_count=5 retains 2637 unique words (drops 9165)
2016-11-16 11:32:24,025 : INFO : min_count leaves 81620 word corpus (85% of original 95616)
2016-11-16 11:32:24,029 : INFO : deleting the raw counts dictionary of 11802 items
2016-11-16 11:32:24,029 : INFO : sample=0 downsamples 0 most-common words
2016-11-16 11:32:24,029 : INFO : downsampling leaves estimated 81620 word corpus (100.0% of prior 81620)
2016-11-16 11:32:24,029 : INFO : estimated required memory for 2637 words and 300 dimensions: 8192900 bytes
2016-11-16 11:32:24,031 : INFO : constructing a huffman tree from 2637 words
2016-11-16 11:32:24,086 : INFO : built huffman tree with maximum node depth 14
2016-11-16 11:32:24,087 : INFO : resetting layer weights
2016-12-04 22:02:05,154 : DEBUG : queueing job #9551 (7761 words, 9 sentences) at alpha 0.00249
2016-12-04 22:02:05,160 : DEBUG : queueing job #9552 (9191 words, 15 sentences) at alpha 0.00249
2016-12-04 22:02:05,198 : DEBUG : queueing job #9553 (9522 words, 16 sentences) at alpha 0.00248
2016-12-04 22:02:05,201 : DEBUG : queueing job #9554 (9853 words, 11 sentences) at alpha 0.00248
2016-12-04 22:02:05,205 : DEBUG : queueing job #9555 (9962 words, 18 sentences) at alpha 0.00248
2016-12-04 22:02:05,210 : DEBUG : queueing job #9556 (9844 words, 17 sentences) at alpha 0.00248
2016-12-04 22:02:05,256 : DEBUG : queueing job #9557 (9951 words, 16 sentences) at alpha 0.00248
2016-12-04 22:02:05,261 : DEBUG : queueing job #9558 (9456 words, 21 sentences) at alpha 0.00248
2016-12-04 22:02:05,269 : DEBUG : queueing job #9559 (7076 words, 12 sentences) at alpha 0.00248
2016-12-04 22:02:05,271 : DEBUG : queueing job #9560 (9098 words, 15 sentences) at alpha 0.00248
2016-12-04 22:02:05,300 : DEBUG : queueing job #9561 (9929 words, 14 sentences) at alpha 0.00247
2016-12-04 22:02:05,321 : DEBUG : queueing job #9562 (9465 words, 14 sentences) at alpha 0.00247
2016-12-04 22:02:05,321 : DEBUG : queueing job #9563 (9627 words, 14 sentences) at alpha 0.00247
2016-12-04 22:02:05,330 : DEBUG : queueing job #9564 (9668 words, 22 sentences) at alpha 0.00247
2016-12-04 22:02:05,359 : DEBUG : queueing job #9565 (8523 words, 24 sentences) at alpha 0.00247
2016-12-04 22:02:05,379 : DEBUG : queueing job #9566 (9485 words, 19 sentences) at alpha 0.00247
2016-12-04 22:02:05,383 : DEBUG : queueing job #9567 (9403 words, 14 sentences) at alpha 0.00247
2016-12-04 22:02:05,392 : DEBUG : queueing job #9568 (9422 words, 17 sentences) at alpha 0.00246
2016-12-04 22:02:05,421 : DEBUG : queueing job #9569 (8796 words, 12 sentences) at alpha 0.00246
2016-12-04 22:02:05,435 : DEBUG : queueing job #9570 (9993 words, 23 sentences) at alpha 0.00246
2016-12-04 22:02:05,441 : DEBUG : queueing job #9571 (9939 words, 18 sentences) at alpha 0.00246
2016-12-04 22:02:05,442 : DEBUG : queueing job #9572 (8685 words, 17 sentences) at alpha 0.00246
2016-12-04 22:02:05,479 : DEBUG : queueing job #9573 (9204 words, 15 sentences) at alpha 0.00246
2016-12-04 22:02:05,498 : DEBUG : queueing job #9574 (8618 words, 18 sentences) at alpha 0.00246
2016-12-04 22:02:05,499 : DEBUG : queueing job #9575 (9859 words, 15 sentences) at alpha 0.00245
2016-12-04 22:02:05,504 : DEBUG : queueing job #9576 (8982 words, 8 sentences) at alpha 0.00245
2016-12-04 22:02:05,540 : DEBUG : queueing job #9577 (9663 words, 17 sentences) at alpha 0.00245
2016-12-04 22:02:05,553 : DEBUG : queueing job #9578 (9885 words, 9 sentences) at alpha 0.00245
2016-12-04 22:02:05,559 : DEBUG : queueing job #9579 (5698 words, 12 sentences) at alpha 0.00245
2016-12-04 22:02:05,562 : DEBUG : queueing job #9580 (9491 words, 9 sentences) at alpha 0.00245
2016-12-04 22:02:05,598 : DEBUG : queueing job #9581 (8491 words, 16 sentences) at alpha 0.00245
2016-12-04 22:02:05,608 : DEBUG : queueing job #9582 (8909 words, 17 sentences) at alpha 0.00245
2016-12-04 22:02:05,623 : DEBUG : queueing job #9583 (8759 words, 16 sentences) at alpha 0.00245
2016-12-04 22:02:05,625 : DEBUG : queueing job #9584 (9818 words, 17 sentences) at alpha 0.00245
2016-12-04 22:02:05,655 : DEBUG : queueing job #9585 (9954 words, 22 sentences) at alpha 0.00244
2016-12-04 22:02:05,668 : DEBUG : queueing job #9586 (8770 words, 21 sentences) at alpha 0.00244
2016-12-04 22:02:05,676 : INFO : PROGRESS: at 90.54% examples, 658848 words/s, in_qsize 7, out_qsize 0
2016-12-04 22:02:05,677 : DEBUG : queueing job #9587 (9886 words, 8 sentences) at alpha 0.00244
2016-12-04 22:02:05,691 : DEBUG : queueing job #9588 (9858 words, 23 sentences) at alpha 0.00244
2016-12-04 22:02:05,712 : DEBUG : queueing job #9589 (9317 words, 23 sentences) at alpha 0.00244
2016-12-04 22:02:05,728 : DEBUG : queueing job #9590 (9979 words, 34 sentences) at alpha 0.00244
2016-12-04 22:02:05,730 : DEBUG : queueing job #9591 (9376 words, 28 sentences) at alpha 0.00243
2016-12-04 22:02:05,739 : DEBUG : queueing job #9592 (6854 words, 6 sentences) at alpha 0.00243
2016-12-04 22:02:05,771 : DEBUG : queueing job #9593 (11320 words, 1 sentences) at alpha 0.00243
2016-12-04 22:02:05,782 : DEBUG : queueing job #9594 (9100 words, 11 sentences) at alpha 0.00243
2016-12-04 22:02:05,786 : DEBUG : queueing job #9595 (9499 words, 20 sentences) at alpha 0.00243
2016-12-04 22:02:05,794 : DEBUG : queueing job #9596 (8621 words, 28 sentences) at alpha 0.00243
2016-12-04 22:02:05,831 : DEBUG : queueing job #9597 (9947 words, 20 sentences) at alpha 0.00243
2016-12-04 22:02:05,838 : DEBUG : queueing job #9598 (9970 words, 20 sentences) at alpha 0.00242
2016-12-04 22:02:05,845 : DEBUG : queueing job #9599 (5616 words, 18 sentences) at alpha 0.00242
2016-12-04 22:02:05,852 : DEBUG : queueing job #9600 (8406 words, 9 sentences) at alpha 0.00242
2016-12-04 22:02:05,893 : DEBUG : queueing job #9601 (9886 words, 21 sentences) at alpha 0.00242
2016-12-04 22:02:05,897 : DEBUG : queueing job #9602 (9926 words, 20 sentences) at alpha 0.00242
2016-12-04 22:02:05,907 : DEBUG : queueing job #9603 (7480 words, 13 sentences) at alpha 0.00242
2016-12-04 22:02:05,911 : DEBUG : queueing job #9604 (7573 words, 21 sentences) at alpha 0.00242
2016-12-04 22:02:05,934 : DEBUG : queueing job #9605 (8909 words, 6 sentences) at alpha 0.00241
2016-12-04 22:02:05,958 : DEBUG : queueing job #9606 (8318 words, 23 sentences) at alpha 0.00241
2016-12-04 22:02:05,965 : DEBUG : queueing job #9607 (7502 words, 6 sentences) at alpha 0.00241
2016-12-04 22:02:05,970 : DEBUG : queueing job #9608 (8375 words, 18 sentences) at alpha 0.00241
2016-12-04 22:02:05,990 : DEBUG : queueing job #9609 (7013 words, 17 sentences) at alpha 0.00241
2016-12-04 22:02:06,005 : DEBUG : queueing job #9610 (9980 words, 10 sentences) at alpha 0.00241
2016-12-04 22:02:06,019 : DEBUG : queueing job #9611 (9874 words, 49 sentences) at alpha 0.00241
2016-12-04 22:02:06,029 : DEBUG : queueing job #9612 (8382 words, 7 sentences) at alpha 0.00240
2016-12-04 22:02:06,042 : DEBUG : queueing job #9613 (8906 words, 20 sentences) at alpha 0.00240
2016-12-04 22:02:06,068 : DEBUG : queueing job #9614 (9097 words, 14 sentences) at alpha 0.00240
2016-12-04 22:02:06,076 : DEBUG : queueing job #9615 (7690 words, 18 sentences) at alpha 0.00240
2016-12-04 22:02:06,081 : DEBUG : queueing job #9616 (9669 words, 4 sentences) at alpha 0.00240
2016-12-04 22:02:06,091 : DEBUG : queueing job #9617 (9494 words, 21 sentences) at alpha 0.00240
2016-12-04 22:02:06,121 : DEBUG : queueing job #9618 (9840 words, 21 sentences) at alpha 0.00240
2016-12-04 22:02:06,128 : DEBUG : queueing job #9619 (7105 words, 15 sentences) at alpha 0.00239
2016-12-04 22:02:06,129 : DEBUG : queueing job #9620 (9646 words, 19 sentences) at alpha 0.00239
2016-12-04 22:02:06,146 : DEBUG : queueing job #9621 (9905 words, 31 sentences) at alpha 0.00239
2016-12-04 22:02:06,164 : DEBUG : queueing job #9622 (9824 words, 17 sentences) at alpha 0.00239
2016-12-04 22:02:06,189 : DEBUG : queueing job #9623 (9289 words, 43 sentences) at alpha 0.00239
2016-12-04 22:02:06,193 : DEBUG : queueing job #9624 (8663 words, 18 sentences) at alpha 0.00238
2016-12-04 22:02:06,198 : DEBUG : queueing job #9625 (9989 words, 28 sentences) at alpha 0.00238
2016-12-04 22:02:06,223 : DEBUG : queueing job #9626 (9139 words, 43 sentences) at alpha 0.00238
2016-12-04 22:02:06,238 : DEBUG : queueing job #9627 (9810 words, 38 sentences) at alpha 0.00238
2016-12-04 22:02:06,248 : DEBUG : queueing job #9628 (9898 words, 44 sentences) at alpha 0.00237
2016-12-04 22:02:06,260 : DEBUG : queueing job #9629 (9321 words, 34 sentences) at alpha 0.00237
2016-12-04 22:02:06,280 : DEBUG : queueing job #9630 (9872 words, 17 sentences) at alpha 0.00237
2016-12-04 22:02:06,293 : DEBUG : queueing job #9631 (9423 words, 46 sentences) at alpha 0.00237
2016-12-04 22:02:06,299 : DEBUG : queueing job #9632 (9080 words, 36 sentences) at alpha 0.00236
2016-12-04 22:02:06,324 : DEBUG : queueing job #9633 (9097 words, 38 sentences) at alpha 0.00236
2016-12-04 22:02:06,338 : DEBUG : queueing job #9634 (8759 words, 38 sentences) at alpha 0.00236
2016-12-04 22:02:06,345 : DEBUG : queueing job #9635 (9764 words, 28 sentences) at alpha 0.00235
2016-12-04 22:02:06,351 : DEBUG : queueing job #9636 (9517 words, 27 sentences) at alpha 0.00235
2016-12-04 22:02:06,371 : DEBUG : queueing job #9637 (9979 words, 36 sentences) at alpha 0.00235
2016-12-04 22:02:06,394 : DEBUG : queueing job #9638 (9363 words, 22 sentences) at alpha 0.00235
2016-12-04 22:02:06,398 : DEBUG : queueing job #9639 (9959 words, 31 sentences) at alpha 0.00234
2016-12-04 22:02:06,409 : DEBUG : queueing job #9640 (9963 words, 42 sentences) at alpha 0.00234
2016-12-04 22:02:06,426 : DEBUG : queueing job #9641 (9920 words, 30 sentences) at alpha 0.00234
2016-12-04 22:02:06,447 : DEBUG : queueing job #9642 (9514 words, 26 sentences) at alpha 0.00234
2016-12-04 22:02:06,453 : DEBUG : queueing job #9643 (9235 words, 22 sentences) at alpha 0.00233
2016-12-04 22:02:06,467 : DEBUG : queueing job #9644 (9898 words, 23 sentences) at alpha 0.00233
2016-12-04 22:02:06,478 : DEBUG : queueing job #9645 (9890 words, 36 sentences) at alpha 0.00233
2016-12-04 22:02:06,501 : DEBUG : queueing job #9646 (9971 words, 63 sentences) at alpha 0.00233
2016-12-04 22:02:06,504 : DEBUG : queueing job #9647 (9949 words, 44 sentences) at alpha 0.00232
2016-12-04 22:02:06,521 : DEBUG : queueing job #9648 (9532 words, 35 sentences) at alpha 0.00232
2016-12-04 22:02:06,532 : DEBUG : queueing job #9649 (9998 words, 25 sentences) at alpha 0.00232
2016-12-04 22:02:06,557 : DEBUG : queueing job #9650 (9983 words, 23 sentences) at alpha 0.00231
2016-12-04 22:02:06,557 : DEBUG : queueing job #9651 (9713 words, 30 sentences) at alpha 0.00231
2016-12-04 22:02:06,579 : DEBUG : queueing job #9652 (9784 words, 49 sentences) at alpha 0.00231
2016-12-04 22:02:06,590 : DEBUG : queueing job #9653 (9764 words, 52 sentences) at alpha 0.00230
2016-12-04 22:02:06,610 : DEBUG : queueing job #9654 (9895 words, 50 sentences) at alpha 0.00230
2016-12-04 22:02:06,612 : DEBUG : queueing job #9655 (9625 words, 63 sentences) at alpha 0.00230
2016-12-04 22:02:06,631 : DEBUG : queueing job #9656 (9848 words, 48 sentences) at alpha 0.00229
2016-12-04 22:02:06,647 : DEBUG : queueing job #9657 (9285 words, 43 sentences) at alpha 0.00229
2016-12-04 22:02:06,666 : DEBUG : queueing job #9658 (9869 words, 45 sentences) at alpha 0.00228
2016-12-04 22:02:06,668 : DEBUG : queueing job #9659 (9379 words, 22 sentences) at alpha 0.00228
2016-12-04 22:02:06,689 : DEBUG : queueing job #9660 (9507 words, 47 sentences) at alpha 0.00228
2016-12-04 22:02:06,689 : INFO : PROGRESS: at 91.09% examples, 658950 words/s, in_qsize 8, out_qsize 0
2016-12-04 22:02:06,701 : DEBUG : queueing job #9661 (7705 words, 27 sentences) at alpha 0.00227
2016-12-04 22:02:06,722 : DEBUG : queueing job #9662 (8147 words, 14 sentences) at alpha 0.00227
2016-12-04 22:02:06,724 : DEBUG : queueing job #9663 (9816 words, 25 sentences) at alpha 0.00227
2016-12-04 22:02:06,743 : DEBUG : queueing job #9664 (9973 words, 52 sentences) at alpha 0.00227
2016-12-04 22:02:06,760 : DEBUG : queueing job #9665 (9922 words, 41 sentences) at alpha 0.00227
2016-12-04 22:02:06,780 : DEBUG : queueing job #9666 (9973 words, 51 sentences) at alpha 0.00226
2016-12-04 22:02:06,782 : DEBUG : queueing job #9667 (9567 words, 30 sentences) at alpha 0.00226
2016-12-04 22:02:06,802 : DEBUG : queueing job #9668 (9695 words, 40 sentences) at alpha 0.00226
2016-12-04 22:02:06,819 : DEBUG : queueing job #9669 (9897 words, 50 sentences) at alpha 0.00225
2016-12-04 22:02:06,835 : DEBUG : queueing job #9670 (9511 words, 35 sentences) at alpha 0.00225
2016-12-04 22:02:06,843 : DEBUG : queueing job #9671 (8738 words, 31 sentences) at alpha 0.00224
2016-12-04 22:02:06,859 : DEBUG : queueing job #9672 (9447 words, 43 sentences) at alpha 0.00224
2016-12-04 22:02:06,876 : DEBUG : queueing job #9673 (9997 words, 44 sentences) at alpha 0.00224
2016-12-04 22:02:06,884 : DEBUG : queueing job #9674 (9862 words, 44 sentences) at alpha 0.00224
2016-12-04 22:02:06,888 : DEBUG : queueing job #9675 (9832 words, 47 sentences) at alpha 0.00223
2016-12-04 22:02:06,916 : DEBUG : queueing job #9676 (9955 words, 42 sentences) at alpha 0.00223
2016-12-04 22:02:06,936 : DEBUG : queueing job #9677 (8898 words, 41 sentences) at alpha 0.00222
2016-12-04 22:02:06,942 : DEBUG : queueing job #9678 (8400 words, 35 sentences) at alpha 0.00222
2016-12-04 22:02:06,948 : DEBUG : queueing job #9679 (9274 words, 27 sentences) at alpha 0.00222
2016-12-04 22:02:06,975 : DEBUG : queueing job #9680 (8419 words, 35 sentences) at alpha 0.00222
2016-12-04 22:02:06,995 : DEBUG : queueing job #9681 (9952 words, 39 sentences) at alpha 0.00221
2016-12-04 22:02:07,001 : DEBUG : queueing job #9682 (8748 words, 54 sentences) at alpha 0.00221
2016-12-04 22:02:07,004 : DEBUG : queueing job #9683 (9753 words, 52 sentences) at alpha 0.00221
2016-12-04 22:02:07,029 : DEBUG : queueing job #9684 (9370 words, 53 sentences) at alpha 0.00220
2016-12-04 22:02:07,052 : DEBUG : queueing job #9685 (9590 words, 32 sentences) at alpha 0.00220
2016-12-04 22:02:07,061 : DEBUG : queueing job #9686 (9953 words, 38 sentences) at alpha 0.00219
2016-12-04 22:02:07,064 : DEBUG : queueing job #9687 (9985 words, 64 sentences) at alpha 0.00219
2016-12-04 22:02:07,091 : DEBUG : queueing job #9688 (9838 words, 37 sentences) at alpha 0.00219
2016-12-04 22:02:07,112 : DEBUG : queueing job #9689 (9903 words, 64 sentences) at alpha 0.00218
2016-12-04 22:02:07,115 : DEBUG : queueing job #9690 (9604 words, 45 sentences) at alpha 0.00218
2016-12-04 22:02:07,115 : DEBUG : queueing job #9691 (9720 words, 50 sentences) at alpha 0.00217
2016-12-04 22:02:07,152 : DEBUG : queueing job #9692 (9257 words, 58 sentences) at alpha 0.00217
2016-12-04 22:02:07,161 : DEBUG : queueing job #9693 (9568 words, 45 sentences) at alpha 0.00217
2016-12-04 22:02:07,167 : DEBUG : queueing job #9694 (9798 words, 62 sentences) at alpha 0.00216
2016-12-04 22:02:07,174 : DEBUG : queueing job #9695 (7561 words, 25 sentences) at alpha 0.00216
2016-12-04 22:02:07,211 : DEBUG : queueing job #9696 (9832 words, 19 sentences) at alpha 0.00215
2016-12-04 22:02:07,219 : DEBUG : queueing job #9697 (9414 words, 41 sentences) at alpha 0.00215
2016-12-04 22:02:07,223 : DEBUG : queueing job #9698 (9774 words, 52 sentences) at alpha 0.00215
2016-12-04 22:02:07,232 : DEBUG : queueing job #9699 (7901 words, 34 sentences) at alpha 0.00215
2016-12-04 22:02:07,271 : DEBUG : queueing job #9700 (9872 words, 25 sentences) at alpha 0.00214
2016-12-04 22:02:07,279 : DEBUG : queueing job #9701 (9999 words, 39 sentences) at alpha 0.00214
2016-12-04 22:02:07,284 : DEBUG : queueing job #9702 (9952 words, 52 sentences) at alpha 0.00214
2016-12-04 22:02:07,290 : DEBUG : queueing job #9703 (9886 words, 49 sentences) at alpha 0.00213
2016-12-04 22:02:07,331 : DEBUG : queueing job #9704 (9847 words, 46 sentences) at alpha 0.00213
2016-12-04 22:02:07,337 : DEBUG : queueing job #9705 (9944 words, 51 sentences) at alpha 0.00213
2016-12-04 22:02:07,342 : DEBUG : queueing job #9706 (9927 words, 45 sentences) at alpha 0.00212
2016-12-04 22:02:07,354 : DEBUG : queueing job #9707 (9707 words, 36 sentences) at alpha 0.00212
2016-12-04 22:02:07,377 : DEBUG : queueing job #9708 (9880 words, 14 sentences) at alpha 0.00211
2016-12-04 22:02:07,393 : DEBUG : queueing job #9709 (9955 words, 31 sentences) at alpha 0.00211
2016-12-04 22:02:07,400 : DEBUG : queueing job #9710 (9541 words, 46 sentences) at alpha 0.00211
2016-12-04 22:02:07,412 : DEBUG : queueing job #9711 (9944 words, 46 sentences) at alpha 0.00211
2016-12-04 22:02:07,426 : DEBUG : queueing job #9712 (9800 words, 28 sentences) at alpha 0.00210
2016-12-04 22:02:07,452 : DEBUG : queueing job #9713 (7442 words, 15 sentences) at alpha 0.00210
2016-12-04 22:02:07,459 : DEBUG : queueing job #9714 (9548 words, 25 sentences) at alpha 0.00210
2016-12-04 22:02:07,473 : DEBUG : queueing job #9715 (9341 words, 17 sentences) at alpha 0.00210
2016-12-04 22:02:07,486 : DEBUG : queueing job #9716 (9528 words, 31 sentences) at alpha 0.00210
2016-12-04 22:02:07,512 : DEBUG : queueing job #9717 (8667 words, 26 sentences) at alpha 0.00209
2016-12-04 22:02:07,521 : DEBUG : queueing job #9718 (9753 words, 16 sentences) at alpha 0.00209
2016-12-04 22:02:07,532 : DEBUG : queueing job #9719 (9843 words, 54 sentences) at alpha 0.00209
2016-12-04 22:02:07,541 : DEBUG : queueing job #9720 (9725 words, 36 sentences) at alpha 0.00209
2016-12-04 22:02:07,570 : DEBUG : queueing job #9721 (8282 words, 38 sentences) at alpha 0.00208
2016-12-04 22:02:07,580 : DEBUG : queueing job #9722 (9961 words, 25 sentences) at alpha 0.00208
2016-12-04 22:02:07,588 : DEBUG : queueing job #9723 (9954 words, 37 sentences) at alpha 0.00208
2016-12-04 22:02:07,603 : DEBUG : queueing job #9724 (9965 words, 58 sentences) at alpha 0.00207
2016-12-04 22:02:07,624 : DEBUG : queueing job #9725 (9979 words, 44 sentences) at alpha 0.00207
2016-12-04 22:02:07,628 : DEBUG : queueing job #9726 (9703 words, 25 sentences) at alpha 0.00207
2016-12-04 22:02:07,648 : DEBUG : queueing job #9727 (9892 words, 25 sentences) at alpha 0.00206
2016-12-04 22:02:07,659 : DEBUG : queueing job #9728 (9823 words, 43 sentences) at alpha 0.00206
2016-12-04 22:02:07,679 : DEBUG : queueing job #9729 (9996 words, 53 sentences) at alpha 0.00206
2016-12-04 22:02:07,683 : DEBUG : queueing job #9730 (9912 words, 21 sentences) at alpha 0.00205
2016-12-04 22:02:07,700 : INFO : PROGRESS: at 92.01% examples, 659168 words/s, in_qsize 7, out_qsize 0
2016-12-04 22:02:07,700 : DEBUG : queueing job #9731 (8598 words, 48 sentences) at alpha 0.00205
2016-12-04 22:02:07,721 : DEBUG : queueing job #9732 (9855 words, 56 sentences) at alpha 0.00205
2016-12-04 22:02:07,734 : DEBUG : queueing job #9733 (9818 words, 42 sentences) at alpha 0.00204
2016-12-04 22:02:07,735 : DEBUG : queueing job #9734 (9967 words, 40 sentences) at alpha 0.00204
2016-12-04 22:02:07,759 : DEBUG : queueing job #9735 (9803 words, 64 sentences) at alpha 0.00204
2016-12-04 22:02:07,778 : DEBUG : queueing job #9736 (9987 words, 34 sentences) at alpha 0.00203
2016-12-04 22:02:07,796 : DEBUG : queueing job #9737 (9993 words, 45 sentences) at alpha 0.00203
2016-12-04 22:02:07,797 : DEBUG : queueing job #9738 (9961 words, 55 sentences) at alpha 0.00203
2016-12-04 22:02:07,815 : DEBUG : queueing job #9739 (9985 words, 56 sentences) at alpha 0.00202
2016-12-04 22:02:07,835 : DEBUG : queueing job #9740 (9536 words, 46 sentences) at alpha 0.00202
2016-12-04 22:02:07,854 : DEBUG : queueing job #9741 (9759 words, 44 sentences) at alpha 0.00201
2016-12-04 22:02:07,858 : DEBUG : queueing job #9742 (9711 words, 27 sentences) at alpha 0.00201
2016-12-04 22:02:07,874 : DEBUG : queueing job #9743 (9920 words, 39 sentences) at alpha 0.00201
2016-12-04 22:02:07,888 : DEBUG : queueing job #9744 (8850 words, 34 sentences) at alpha 0.00200
2016-12-04 22:02:07,914 : DEBUG : queueing job #9745 (9959 words, 31 sentences) at alpha 0.00200
2016-12-04 22:02:07,920 : DEBUG : queueing job #9746 (9871 words, 34 sentences) at alpha 0.00200
2016-12-04 22:02:07,932 : DEBUG : queueing job #9747 (9653 words, 42 sentences) at alpha 0.00200
2016-12-04 22:02:07,947 : DEBUG : queueing job #9748 (9387 words, 38 sentences) at alpha 0.00199
2016-12-04 22:02:07,972 : DEBUG : queueing job #9749 (9746 words, 28 sentences) at alpha 0.00199
2016-12-04 22:02:07,978 : DEBUG : queueing job #9750 (9688 words, 36 sentences) at alpha 0.00199
2016-12-04 22:02:07,991 : DEBUG : queueing job #9751 (9965 words, 19 sentences) at alpha 0.00198
2016-12-04 22:02:08,007 : DEBUG : queueing job #9752 (9993 words, 17 sentences) at alpha 0.00198
2016-12-04 22:02:08,030 : DEBUG : queueing job #9753 (8561 words, 32 sentences) at alpha 0.00198
2016-12-04 22:02:08,039 : DEBUG : queueing job #9754 (9871 words, 9 sentences) at alpha 0.00198
2016-12-04 22:02:08,047 : DEBUG : queueing job #9755 (9519 words, 22 sentences) at alpha 0.00198
2016-12-04 22:02:08,067 : DEBUG : queueing job #9756 (8194 words, 12 sentences) at alpha 0.00198
2016-12-04 22:02:08,081 : DEBUG : queueing job #9757 (9349 words, 12 sentences) at alpha 0.00198
2016-12-04 22:02:08,099 : DEBUG : queueing job #9758 (9979 words, 14 sentences) at alpha 0.00197
2016-12-04 22:02:08,105 : DEBUG : queueing job #9759 (9906 words, 39 sentences) at alpha 0.00197
2016-12-04 22:02:08,125 : DEBUG : queueing job #9760 (9561 words, 40 sentences) at alpha 0.00197
2016-12-04 22:02:08,138 : DEBUG : queueing job #9761 (9561 words, 25 sentences) at alpha 0.00197
2016-12-04 22:02:08,157 : DEBUG : queueing job #9762 (9734 words, 31 sentences) at alpha 0.00196
2016-12-04 22:02:08,165 : DEBUG : queueing job #9763 (9855 words, 36 sentences) at alpha 0.00196
2016-12-04 22:02:08,183 : DEBUG : queueing job #9764 (9881 words, 27 sentences) at alpha 0.00196
2016-12-04 22:02:08,192 : DEBUG : queueing job #9765 (6749 words, 21 sentences) at alpha 0.00196
2016-12-04 22:02:08,212 : DEBUG : queueing job #9766 (9999 words, 9 sentences) at alpha 0.00196
2016-12-04 22:02:08,225 : DEBUG : queueing job #9767 (8468 words, 35 sentences) at alpha 0.00195
2016-12-04 22:02:08,241 : DEBUG : queueing job #9768 (9854 words, 23 sentences) at alpha 0.00195
2016-12-04 22:02:08,242 : DEBUG : queueing job #9769 (9965 words, 18 sentences) at alpha 0.00195
2016-12-04 22:02:08,270 : DEBUG : queueing job #9770 (9989 words, 19 sentences) at alpha 0.00195
2016-12-04 22:02:08,285 : DEBUG : queueing job #9771 (9479 words, 19 sentences) at alpha 0.00195
2016-12-04 22:02:08,300 : DEBUG : queueing job #9772 (8756 words, 23 sentences) at alpha 0.00194
2016-12-04 22:02:08,300 : DEBUG : queueing job #9773 (9951 words, 23 sentences) at alpha 0.00194
2016-12-04 22:02:08,327 : DEBUG : queueing job #9774 (8760 words, 17 sentences) at alpha 0.00194
2016-12-04 22:02:08,343 : DEBUG : queueing job #9775 (9792 words, 32 sentences) at alpha 0.00194
2016-12-04 22:02:08,361 : DEBUG : queueing job #9776 (9992 words, 13 sentences) at alpha 0.00194
2016-12-04 22:02:08,362 : DEBUG : queueing job #9777 (8479 words, 45 sentences) at alpha 0.00194
2016-12-04 22:02:08,368 : DEBUG : queueing job #9778 (9091 words, 18 sentences) at alpha 0.00193
2016-12-04 22:02:08,402 : DEBUG : queueing job #9779 (9180 words, 28 sentences) at alpha 0.00193
2016-12-04 22:02:08,415 : DEBUG : queueing job #9780 (9814 words, 9 sentences) at alpha 0.00193
2016-12-04 22:02:08,419 : DEBUG : queueing job #9781 (9959 words, 31 sentences) at alpha 0.00193
2016-12-04 22:02:08,424 : DEBUG : queueing job #9782 (9900 words, 18 sentences) at alpha 0.00193
2016-12-04 22:02:08,461 : DEBUG : queueing job #9783 (9884 words, 17 sentences) at alpha 0.00192
2016-12-04 22:02:08,472 : DEBUG : queueing job #9784 (9342 words, 23 sentences) at alpha 0.00192
2016-12-04 22:02:08,472 : DEBUG : queueing job #9785 (9798 words, 34 sentences) at alpha 0.00192
2016-12-04 22:02:08,484 : DEBUG : queueing job #9786 (9572 words, 41 sentences) at alpha 0.00192
2016-12-04 22:02:08,512 : DEBUG : queueing job #9787 (9693 words, 11 sentences) at alpha 0.00191
2016-12-04 22:02:08,529 : DEBUG : queueing job #9788 (9192 words, 11 sentences) at alpha 0.00191
2016-12-04 22:02:08,529 : DEBUG : queueing job #9789 (9908 words, 16 sentences) at alpha 0.00191
2016-12-04 22:02:08,535 : DEBUG : queueing job #9790 (9306 words, 12 sentences) at alpha 0.00191
2016-12-04 22:02:08,566 : DEBUG : queueing job #9791 (8293 words, 2 sentences) at alpha 0.00191
2016-12-04 22:02:08,582 : DEBUG : queueing job #9792 (9345 words, 22 sentences) at alpha 0.00191
2016-12-04 22:02:08,588 : DEBUG : queueing job #9793 (9384 words, 24 sentences) at alpha 0.00191
2016-12-04 22:02:08,595 : DEBUG : queueing job #9794 (9017 words, 23 sentences) at alpha 0.00191
2016-12-04 22:02:08,624 : DEBUG : queueing job #9795 (8553 words, 14 sentences) at alpha 0.00190
2016-12-04 22:02:08,643 : DEBUG : queueing job #9796 (9673 words, 11 sentences) at alpha 0.00190
2016-12-04 22:02:08,644 : DEBUG : queueing job #9797 (9961 words, 29 sentences) at alpha 0.00190
2016-12-04 22:02:08,654 : DEBUG : queueing job #9798 (7929 words, 22 sentences) at alpha 0.00190
2016-12-04 22:02:08,681 : DEBUG : queueing job #9799 (7233 words, 18 sentences) at alpha 0.00190
2016-12-04 22:02:08,700 : DEBUG : queueing job #9800 (9222 words, 14 sentences) at alpha 0.00190
2016-12-04 22:02:08,701 : INFO : PROGRESS: at 92.72% examples, 659364 words/s, in_qsize 7, out_qsize 0
